Student_ID,Age,Gender,Attendance_Percentage,Previous_Grade,Current_Grade,Assignments_Submitted,Behavior_Score,Parent_Education,Family_Income,Internet_Access,Study_Hours,Academic_Risk
3694,16,Male,60.2,60.5,40.2,6,4,None,Medium,Yes,3.8,1
3695,18,Female,88.4,79.6,38.9,8,1,None,Low,Yes,3.9,1
3696,20,Male,80.0,86.0,64.5,4,3,Graduate,High,No,3.4,0
3697,16,Female,74.9,63.8,53.4,4,5,Graduate,Medium,Yes,2.9,0
3698,16,Male,73.0,61.7,66.1,8,1,High School,Low,Yes,1.7,0
3699,15,Female,54.9,58.9,44.3,4,1,None,Low,Yes,5.1,1
3700,19,Male,85.7,70.3,71.3,8,3,Postgraduate,Low,Yes,5.8,0
3701,18,Male,62.2,87.6,66.1,0,4,High School,Low,Yes,2.1,1
3702,16,Male,69.0,46.6,55.2,9,2,High School,Medium,No,4.6,1
3703,15,Male,83.0,68.3,73.6,9,5,Graduate,Low,Yes,2.3,0
3704,20,Male,56.2,67.6,72.8,7,3,High School,High,Yes,1.8,1
3705,17,Female,62.2,37.9,64.6,2,2,Postgraduate,Low,Yes,2.3,1
3706,21,Male,92.6,51.7,78.1,7,3,None,Medium,Yes,2.4,0
3707,21,Female,79.5,54.8,81.9,4,3,High School,Low,Yes,3.8,0
3708,18,Female,70.1,76.5,49.6,1,3,Postgraduate,Low,Yes,2.3,1
3709,16,Female,79.5,79.1,82.3,8,3,Graduate,High,Yes,4.2,0
3710,21,Male,86.0,36.9,47.7,3,4,Graduate,High,No,1.8,1
3711,19,Male,91.5,74.6,76.1,6,1,None,Medium,No,2.9,0
3712,21,Male,64.7,72.6,79.1,7,3,High School,Medium,Yes,1.2,1
3713,21,Female,65.7,73.7,60.0,6,2,Postgraduate,High,Yes,1.0,1
3714,21,Male,85.3,67.3,62.1,5,2,Graduate,Medium,No,3.5,0
3715,15,Male,85.7,79.3,57.9,6,2,Postgraduate,Low,Yes,3.1,0
3716,16,Female,61.9,82.6,49.0,3,1,Graduate,Low,No,2.2,1
3717,19,Female,66.2,40.5,52.2,9,1,Graduate,Medium,Yes,1.5,1
3718,16,Female,75.7,64.3,71.4,0,2,None,Medium,Yes,1.2,1
3719,18,Female,78.3,61.2,77.5,4,4,Postgraduate,Medium,Yes,3.5,0
3720,18,Female,78.6,56.4,62.8,7,1,Postgraduate,Low,Yes,1.9,0
3721,18,Female,61.7,58.2,45.8,9,1,Postgraduate,High,Yes,5.4,1
3722,20,Male,78.5,67.8,43.5,5,4,Graduate,Medium,Yes,3.2,1
3723,21,Female,69.4,45.6,61.2,4,3,None,Medium,Yes,3.7,1
3724,20,Male,64.0,75.1,54.0,1,1,Postgraduate,Low,Yes,5.1,1
3725,15,Male,77.9,59.5,83.2,9,2,High School,High,Yes,1.7,0
3726,18,Male,76.6,78.1,51.1,4,2,Postgraduate,Medium,Yes,3.6,0
3727,19,Female,87.6,55.7,73.2,9,4,Graduate,Medium,Yes,3.7,0
3728,16,Male,67.7,54.9,52.4,2,2,None,High,Yes,2.2,1
3729,21,Female,80.8,50.8,58.2,1,5,Postgraduate,High,Yes,0.7,1
3730,17,Female,59.2,55.8,65.9,2,2,Postgraduate,Low,Yes,0.0,1
3731,19,Male,74.7,53.0,71.8,3,4,Postgraduate,High,Yes,1.6,0
3732,21,Female,83.6,71.5,70.2,1,4,High School,Medium,No,4.6,0
3733,20,Male,84.6,80.7,53.5,3,4,Graduate,Low,No,1.8,1
3734,20,Male,84.7,70.8,64.7,3,5,High School,Low,Yes,4.4,0
3735,19,Female,87.7,63.8,56.6,5,1,High School,Medium,Yes,1.8,0
3736,20,Male,72.7,72.3,38.7,4,3,Graduate,Medium,Yes,3.0,1
3737,18,Male,83.9,64.5,66.9,6,2,Graduate,Medium,Yes,3.8,0
3738,15,Male,100.0,65.4,84.5,6,1,Postgraduate,Low,Yes,4.5,0
3739,16,Female,72.4,60.4,89.3,2,4,Graduate,High,Yes,2.3,0
3740,15,Male,94.6,77.5,68.4,8,1,Postgraduate,High,Yes,2.0,0
3741,21,Female,88.5,30.0,67.3,6,1,High School,Medium,Yes,0.0,1
3742,16,Female,74.8,33.0,25.0,6,5,Postgraduate,High,Yes,2.3,1
3743,16,Male,75.8,80.4,100.0,1,4,Graduate,High,Yes,7.9,0
3744,15,Male,79.4,62.1,87.3,9,4,Postgraduate,Low,Yes,2.6,0
3745,19,Female,87.8,78.8,75.9,2,2,High School,Medium,Yes,0.8,1
3746,16,Female,82.8,55.9,64.2,2,2,Graduate,High,Yes,2.7,0
3747,15,Male,72.3,90.1,25.1,5,2,Graduate,Low,Yes,4.1,1
3748,16,Male,53.0,63.0,66.1,3,2,None,High,Yes,2.1,1
3749,17,Female,86.1,71.7,63.5,3,1,Postgraduate,Low,Yes,1.3,1
3750,19,Female,54.8,58.3,39.0,0,1,Postgraduate,Medium,No,6.8,1
3751,18,Female,61.6,51.5,70.6,5,2,Postgraduate,Medium,Yes,3.6,1
3752,16,Female,73.2,38.9,84.0,7,2,High School,Medium,Yes,5.3,0
3753,17,Female,63.4,76.8,68.8,7,2,High School,Medium,Yes,2.4,1
3754,18,Male,81.8,70.9,68.7,7,3,Graduate,Medium,Yes,5.7,0
3755,18,Female,74.4,66.4,69.8,4,2,Graduate,Medium,No,4.4,0
3756,21,Female,87.4,47.9,57.5,9,3,High School,Medium,No,3.8,0
3757,16,Male,58.7,86.2,75.9,5,2,Postgraduate,Medium,Yes,1.2,1
3758,15,Male,70.1,66.6,88.9,4,4,Postgraduate,Medium,Yes,1.9,0
3759,16,Female,78.1,75.5,63.7,3,5,High School,High,Yes,3.7,0
3760,17,Female,78.5,65.0,50.2,3,1,Postgraduate,Low,No,2.5,1
3761,18,Male,86.3,48.7,39.4,3,4,High School,Medium,No,3.6,1
3762,16,Female,67.0,79.9,71.5,3,5,Postgraduate,Low,Yes,2.3,1
3763,15,Female,72.4,71.8,73.4,5,3,Postgraduate,Medium,Yes,3.6,0
3764,21,Male,84.1,62.3,69.2,5,1,None,Low,No,2.0,1
3765,16,Female,51.6,71.5,59.0,4,3,Graduate,Medium,Yes,3.7,1
3766,19,Male,82.6,77.3,67.7,8,3,Postgraduate,Low,Yes,1.5,0
3767,21,Male,87.2,74.9,53.9,7,1,Postgraduate,Low,Yes,2.5,0
3768,15,Male,62.0,39.3,50.9,9,5,High School,Medium,Yes,2.7,1
3769,17,Male,74.2,42.6,46.1,5,1,None,Medium,No,1.6,1
3770,18,Female,95.9,76.0,46.2,8,2,None,Medium,No,2.0,1
3771,16,Male,85.9,54.6,72.0,4,3,High School,Low,Yes,3.4,0
3772,15,Female,83.4,49.3,58.4,9,2,High School,High,Yes,4.1,0
3773,21,Female,89.9,70.6,51.4,3,1,High School,Low,Yes,3.4,0
3774,19,Female,99.7,48.8,39.8,5,1,Postgraduate,High,Yes,3.8,1
3775,15,Female,78.2,57.8,74.4,3,5,High School,Medium,Yes,3.1,0
3776,20,Female,73.1,77.8,81.2,7,3,Graduate,Low,Yes,2.0,0
3777,19,Male,89.9,42.3,45.6,6,4,High School,Medium,No,0.4,1
3778,21,Male,75.8,44.5,60.9,4,1,Postgraduate,High,Yes,2.2,0
3779,17,Male,66.9,40.8,47.1,9,4,Graduate,Medium,Yes,2.8,1
3780,18,Male,71.5,52.1,60.6,5,3,Postgraduate,Low,Yes,2.1,0
3781,21,Female,81.7,66.2,73.3,6,2,Graduate,Medium,Yes,5.3,0
3782,17,Male,72.6,55.7,90.5,1,3,Graduate,Medium,Yes,3.4,0
3783,16,Female,73.5,87.6,55.4,8,5,Graduate,High,Yes,2.9,0
3784,15,Female,65.7,71.8,74.9,6,4,Postgraduate,High,Yes,3.8,1
3785,20,Male,95.2,64.7,75.3,7,4,Graduate,Low,Yes,6.0,0
3786,19,Male,73.9,84.0,60.4,4,2,None,Low,Yes,2.6,0
3787,19,Male,69.5,45.0,82.7,2,2,None,Low,Yes,1.6,1
3788,15,Male,70.7,78.0,57.4,1,1,Postgraduate,High,Yes,3.5,0
3789,20,Female,87.6,61.5,70.4,1,3,None,Medium,Yes,1.3,1
3790,15,Female,84.9,58.2,53.2,2,5,Graduate,High,Yes,1.6,0
3791,16,Male,72.0,74.2,72.0,0,1,High School,Medium,Yes,5.1,0
3792,17,Female,78.4,58.8,70.3,0,3,High School,Medium,Yes,4.9,0
3793,21,Female,81.3,67.7,83.2,6,2,Graduate,Low,Yes,4.0,0
3794,19,Female,69.6,63.5,94.2,9,5,None,High,Yes,3.6,1
3795,16,Male,59.5,69.6,78.6,7,2,Graduate,Medium,Yes,1.2,1
3796,17,Female,84.2,57.4,74.4,5,2,High School,High,Yes,1.8,0
3797,16,Male,70.2,78.9,56.4,6,4,High School,Low,Yes,5.0,0
3798,20,Male,83.3,34.3,25.0,0,3,Postgraduate,Medium,Yes,2.2,1
3799,19,Female,81.9,74.6,85.1,0,1,High School,Medium,No,1.8,0
3800,21,Female,78.7,36.6,94.6,8,4,Postgraduate,Low,Yes,2.7,0
3801,15,Male,72.9,53.7,68.3,4,3,None,Medium,No,3.9,0
3802,15,Female,70.4,72.8,45.9,6,3,Graduate,Medium,Yes,2.7,1
3803,17,Female,64.3,34.8,86.4,5,3,Postgraduate,Low,Yes,2.7,1
3804,21,Male,70.6,67.5,81.8,3,5,Graduate,Low,No,0.0,1
3805,18,Male,84.8,44.4,28.4,0,4,Postgraduate,Medium,No,2.9,1
3806,20,Male,94.8,50.5,65.4,3,1,None,Low,Yes,4.5,0
3807,17,Male,93.0,49.8,67.1,9,4,None,Medium,Yes,2.9,0
3808,18,Female,79.7,44.9,35.7,9,2,Postgraduate,Medium,Yes,6.1,1
3809,16,Female,94.8,39.1,44.7,7,3,Postgraduate,Low,No,1.9,1
3810,20,Male,74.3,96.1,81.6,0,2,None,Low,Yes,2.3,0
3811,16,Male,62.5,62.3,64.2,1,4,Graduate,High,Yes,2.0,1
3812,21,Male,100.0,46.4,46.9,7,1,None,Low,Yes,2.0,1
3813,19,Female,84.4,56.6,51.6,1,2,Graduate,Medium,Yes,3.8,0
3814,20,Male,59.6,65.5,42.6,9,2,Postgraduate,Medium,Yes,2.6,1
3815,18,Female,96.7,59.3,64.3,8,5,Graduate,High,Yes,5.9,0
3816,19,Male,69.1,46.0,75.8,2,4,Postgraduate,Low,Yes,3.4,1
3817,15,Male,71.7,51.5,83.0,2,2,Graduate,High,Yes,1.7,0
3818,18,Male,90.3,82.8,51.6,5,4,Postgraduate,Medium,No,1.5,0
3819,17,Female,94.3,44.0,57.0,2,1,High School,Low,Yes,5.5,0
3820,15,Female,66.0,35.0,71.5,8,2,High School,Low,Yes,3.3,1
3821,15,Female,95.7,59.2,79.2,7,1,None,Medium,Yes,5.0,0
3822,17,Male,88.5,36.0,69.3,3,2,None,Low,Yes,3.1,0
3823,20,Female,68.4,51.4,84.5,5,3,Postgraduate,Low,No,3.0,1
3824,15,Female,75.0,46.2,93.9,7,5,Graduate,High,Yes,5.0,0
3825,21,Male,96.2,46.4,35.3,3,5,Postgraduate,Low,Yes,3.6,1
3826,18,Male,59.3,66.0,88.8,4,5,High School,Medium,Yes,3.5,1
3827,19,Female,94.6,68.9,85.1,6,1,High School,Medium,Yes,2.4,0
3828,15,Female,88.2,52.9,43.0,7,4,Postgraduate,Medium,Yes,4.3,1
3829,18,Female,84.1,63.6,70.9,6,5,High School,Low,No,2.9,1
3830,16,Female,79.6,52.2,73.8,7,2,None,Medium,Yes,2.2,0
3831,18,Male,100.0,71.0,44.5,3,2,Postgraduate,Medium,Yes,6.2,1
3832,19,Male,100.0,42.8,62.0,0,3,None,Low,Yes,2.6,0
3833,18,Male,70.6,67.5,65.7,5,1,None,Low,Yes,1.8,0
3834,17,Female,85.3,68.6,44.6,4,2,None,Low,No,4.7,1
3835,19,Female,100.0,100.0,57.2,3,2,High School,Low,Yes,4.0,0
3836,20,Male,68.6,38.7,86.8,1,3,Graduate,Low,No,2.0,1
3837,16,Male,80.9,100.0,91.6,0,3,Graduate,Low,Yes,2.9,0
3838,17,Female,90.0,76.4,44.2,8,4,Graduate,Medium,No,4.0,1
3839,20,Female,53.8,92.4,25.0,1,4,None,Medium,Yes,3.3,1
3840,18,Male,87.9,78.6,84.0,8,4,Postgraduate,Medium,Yes,4.2,0
3841,19,Male,64.9,50.8,94.0,5,2,None,Medium,No,3.0,1
3842,16,Male,80.3,74.9,77.9,5,3,None,High,Yes,4.2,0
3843,17,Female,91.7,55.0,58.1,1,1,Postgraduate,High,Yes,2.5,0
3844,20,Female,49.3,63.7,44.6,5,4,Graduate,High,No,2.0,1
3845,20,Female,87.4,47.4,73.5,2,5,Graduate,Low,No,4.6,1
3846,16,Female,100.0,54.8,80.9,6,2,Graduate,Low,No,3.4,1
3847,21,Female,71.6,78.5,51.8,9,1,None,Medium,Yes,4.0,0
3848,18,Female,84.9,71.6,67.7,3,2,None,Low,Yes,4.8,0
3849,16,Male,94.0,80.4,55.6,8,4,High School,Low,Yes,2.1,0
3850,20,Male,58.9,44.0,75.8,4,2,Graduate,Low,Yes,3.8,1
3851,15,Female,87.1,36.9,28.0,9,4,None,High,Yes,6.5,1
3852,17,Male,90.3,81.5,69.7,2,2,High School,Low,Yes,2.8,0
3853,16,Female,85.7,80.4,56.8,0,4,None,Medium,Yes,1.2,1
3854,21,Male,79.0,68.2,94.1,0,3,None,Low,Yes,4.2,0
3855,20,Female,66.0,71.3,68.3,3,3,Graduate,Medium,Yes,0.5,1
3856,18,Male,94.7,78.0,75.0,9,3,Postgraduate,Medium,Yes,1.4,1
3857,20,Male,78.4,67.7,47.0,9,3,None,Low,No,3.0,1
3858,18,Female,67.2,73.1,59.2,3,3,None,High,Yes,3.0,1
3859,16,Female,74.2,77.2,69.7,8,5,None,Medium,Yes,3.3,0
3860,18,Male,82.4,63.6,56.9,7,2,Graduate,Medium,Yes,6.3,0
3861,19,Male,59.3,59.8,58.9,3,3,None,High,Yes,3.1,1
3862,19,Female,78.2,70.7,67.5,5,5,High School,Medium,Yes,2.1,0
3863,19,Male,73.0,99.0,33.9,6,5,Graduate,Medium,Yes,2.0,1
3864,21,Female,94.0,52.3,54.1,9,2,High School,Low,Yes,2.3,0
3865,21,Female,55.5,58.5,76.4,7,2,Graduate,Medium,No,1.2,1
3866,15,Male,89.3,38.7,56.3,3,4,None,Low,Yes,3.8,0
3867,21,Female,95.0,71.5,100.0,0,4,None,Low,Yes,3.5,0
3868,16,Male,56.0,57.1,64.5,4,3,High School,Medium,Yes,3.7,1
3869,20,Male,57.4,44.0,31.5,0,1,High School,Low,No,4.2,1
3870,20,Female,99.4,64.0,70.5,3,4,Graduate,Medium,Yes,3.9,0
3871,15,Male,67.1,87.4,45.0,6,1,Graduate,Medium,No,0.9,1
3872,21,Female,100.0,59.7,68.8,6,4,Postgraduate,Medium,Yes,2.6,0
3873,18,Female,56.3,61.1,53.4,0,5,Postgraduate,Low,Yes,2.6,1
3874,15,Female,80.0,86.8,54.5,8,5,Postgraduate,Low,Yes,5.1,0
3875,18,Male,77.7,64.9,80.6,1,5,None,Medium,Yes,5.2,0
3876,18,Female,75.5,46.9,36.1,4,1,High School,Medium,Yes,2.4,1
3877,17,Male,83.6,75.3,54.8,5,3,High School,Low,Yes,1.5,0
3878,20,Female,84.2,81.9,52.9,0,4,Postgraduate,Medium,No,3.2,0
3879,19,Female,76.0,62.0,85.7,1,4,Postgraduate,Medium,Yes,2.5,0
3880,21,Female,65.8,67.0,57.1,6,1,Graduate,Low,Yes,2.9,1
3881,18,Male,90.6,45.3,47.0,5,5,Postgraduate,Medium,Yes,4.8,1
3882,17,Male,85.5,51.9,66.9,5,3,High School,Low,Yes,3.4,0
3883,20,Female,79.4,60.0,47.8,5,4,Graduate,High,Yes,2.3,1
3884,19,Female,85.2,66.2,50.3,6,3,Postgraduate,Low,Yes,2.0,0
3885,18,Male,87.2,55.7,74.7,9,3,None,Low,Yes,0.8,1
3886,18,Male,68.9,59.4,25.0,8,2,Postgraduate,High,Yes,3.8,1
3887,15,Male,84.7,63.1,46.6,8,3,None,Low,No,3.4,1
3888,15,Female,71.4,50.0,51.5,1,2,Postgraduate,Medium,Yes,3.8,0
3889,20,Male,87.6,61.0,89.3,1,1,Graduate,Low,Yes,3.0,0
3890,19,Female,75.7,82.3,70.6,4,5,None,High,No,1.4,1
3891,18,Male,85.3,56.1,62.5,9,2,None,High,No,3.1,0
3892,20,Female,72.8,51.5,61.2,6,3,Graduate,Medium,Yes,4.7,0
3893,20,Female,86.0,96.3,65.1,2,5,None,Low,Yes,3.1,0
3894,16,Female,66.3,68.4,67.2,2,3,Graduate,Low,No,5.5,1
3895,21,Male,78.4,53.4,65.1,3,3,Postgraduate,Medium,No,3.4,0
3896,15,Male,89.8,74.7,96.1,2,2,Graduate,Low,Yes,6.0,0
3897,19,Male,83.6,68.8,55.5,2,1,Graduate,Medium,Yes,6.1,0
3898,18,Female,80.3,56.4,66.0,7,3,Graduate,Medium,Yes,1.7,0
3899,20,Female,99.6,64.3,63.6,6,2,Graduate,High,Yes,2.0,0
3900,18,Male,90.3,60.6,79.0,6,3,High School,Low,Yes,2.3,0
3901,16,Female,88.3,79.9,51.2,9,5,None,Medium,Yes,0.4,1
3902,19,Female,85.9,75.2,56.8,1,1,Postgraduate,Medium,Yes,3.7,0
3903,20,Female,87.4,32.9,37.3,8,3,Graduate,Medium,Yes,3.7,1
3904,18,Male,97.9,93.5,79.8,5,1,High School,High,No,3.3,0
3905,15,Female,73.0,60.7,37.1,2,1,High School,Low,Yes,1.2,1
3906,21,Male,90.1,90.8,72.2,8,5,Postgraduate,Medium,Yes,5.4,0
3907,16,Male,82.3,75.7,91.6,8,5,None,High,Yes,0.2,1
3908,19,Male,73.4,68.7,95.7,5,4,Postgraduate,Low,Yes,1.0,1
3909,16,Male,76.8,63.6,57.8,9,1,Graduate,Low,Yes,4.3,0
3910,15,Male,80.6,100.0,57.1,5,3,None,Low,Yes,3.5,0
3911,19,Female,67.7,60.9,61.7,7,5,None,Medium,Yes,2.1,1
3912,16,Male,88.4,54.9,78.3,7,3,Postgraduate,Medium,Yes,3.1,0
3913,17,Male,76.8,56.3,60.8,5,1,Postgraduate,Low,Yes,3.2,0
3914,15,Male,79.0,65.0,58.3,6,5,None,Medium,Yes,4.8,0
3915,15,Female,94.3,65.0,81.2,3,4,Postgraduate,High,No,1.2,1
3916,15,Female,79.6,80.1,63.7,0,1,None,High,Yes,3.4,0
3917,17,Female,96.6,76.4,60.4,3,3,Postgraduate,Medium,No,4.6,0
3918,17,Female,71.7,76.4,48.1,7,4,None,Medium,Yes,1.5,1
3919,18,Male,64.8,61.6,80.5,7,1,Graduate,High,Yes,2.9,1
3920,20,Male,74.5,75.1,67.2,1,5,High School,Low,Yes,2.9,0
3921,21,Female,44.2,76.7,62.8,6,1,Postgraduate,Medium,Yes,0.6,1
3922,16,Female,88.9,63.8,31.3,0,2,None,Medium,No,3.4,1
3923,18,Female,65.5,69.2,79.2,1,3,High School,Low,Yes,3.5,1
3924,16,Female,70.6,76.7,43.7,7,5,High School,Low,Yes,5.2,1
3925,21,Male,86.6,68.2,70.7,9,5,High School,Low,Yes,3.0,0
3926,20,Female,79.4,69.6,49.8,3,2,Postgraduate,Medium,Yes,3.7,1
3927,17,Female,72.7,86.1,44.8,2,4,Postgraduate,Medium,Yes,5.2,1
3928,20,Female,53.6,68.3,78.8,1,5,Graduate,High,Yes,2.0,1
3929,17,Female,93.6,55.9,64.7,5,4,Postgraduate,Medium,No,1.2,1
3930,21,Female,86.7,44.8,63.7,3,4,Postgraduate,Low,Yes,3.2,0
3931,20,Female,100.0,66.7,96.2,2,4,Postgraduate,Medium,Yes,2.7,0
3932,18,Female,70.8,60.0,95.9,2,1,High School,Low,Yes,2.9,0
3933,19,Male,60.5,77.1,58.8,9,2,Graduate,Low,Yes,2.4,1
3934,18,Male,89.9,88.7,40.8,2,3,High School,Low,No,1.7,1
3935,16,Male,75.7,49.6,87.0,7,2,Graduate,Low,Yes,4.4,0
3936,18,Male,85.5,51.7,40.1,8,5,Postgraduate,Low,Yes,3.0,1
3937,21,Male,97.4,64.6,71.1,8,2,None,Low,Yes,6.4,0
3938,15,Male,82.7,53.0,58.4,4,3,Postgraduate,Medium,Yes,1.4,1
3939,16,Female,80.0,61.7,64.3,0,1,High School,Low,Yes,6.0,0
3940,20,Female,80.8,57.0,83.8,9,5,High School,Low,No,3.4,1
3941,16,Male,58.4,49.9,49.6,4,1,High School,High,Yes,3.0,1
3942,19,Female,91.3,77.4,52.7,0,5,Graduate,Medium,Yes,1.3,1
3943,17,Male,92.1,66.1,75.9,8,3,High School,Low,No,2.0,1
3944,20,Female,84.4,92.5,93.4,9,1,None,Low,Yes,4.9,0
3945,16,Female,59.8,70.4,100.0,7,3,None,Medium,Yes,0.0,1
3946,20,Female,76.5,84.3,38.3,6,3,Postgraduate,Medium,Yes,0.3,1
3947,20,Female,95.3,54.1,55.9,1,2,Graduate,Low,Yes,0.6,1
3948,20,Female,71.2,53.9,45.5,1,5,Graduate,Low,Yes,4.8,1
3949,17,Female,92.2,98.3,77.4,3,4,Postgraduate,High,Yes,4.0,0
3950,21,Male,78.7,55.9,64.0,8,4,High School,Medium,Yes,1.5,0
3951,18,Male,86.6,50.8,77.9,8,1,High School,Medium,Yes,2.3,0
3952,20,Female,73.1,47.4,56.3,7,3,Postgraduate,Low,Yes,3.2,0
3953,15,Male,79.0,93.7,74.9,4,2,Postgraduate,Low,Yes,4.5,0
3954,21,Female,83.2,60.9,60.0,6,5,Postgraduate,Medium,Yes,1.5,0
3955,19,Male,65.0,71.1,65.4,8,1,Postgraduate,High,Yes,3.2,1
3956,17,Female,81.3,67.3,53.2,2,3,Graduate,Low,Yes,2.5,0
3957,16,Male,45.7,54.1,86.1,3,4,Graduate,High,Yes,2.8,1
3958,17,Female,70.8,60.6,41.5,1,4,High School,Low,No,1.7,1
3959,16,Male,84.5,77.7,61.1,8,5,Graduate,Medium,No,3.3,0
3960,17,Female,91.4,46.6,93.3,6,5,Graduate,Low,Yes,1.8,0
3961,16,Male,83.7,75.1,84.7,5,5,Graduate,Medium,No,3.1,0
3962,20,Female,61.3,86.5,48.7,4,1,Postgraduate,Medium,Yes,5.3,1
3963,18,Female,90.4,69.4,49.5,6,5,Graduate,Medium,Yes,4.6,1
3964,16,Female,64.3,85.0,71.7,2,1,High School,Medium,Yes,5.1,1
3965,16,Male,85.4,44.4,74.0,4,2,Graduate,Low,Yes,3.5,0
3966,15,Male,64.7,37.5,83.2,1,3,Postgraduate,Medium,Yes,4.7,1
3967,16,Male,68.7,68.6,39.0,4,4,Graduate,Low,Yes,0.3,1
3968,15,Female,66.5,56.2,85.4,6,1,None,Medium,Yes,0.5,1
3969,19,Male,79.7,78.2,47.7,9,3,High School,Low,Yes,1.5,1
3970,20,Female,75.7,60.3,85.7,6,5,Graduate,Medium,Yes,1.6,0
3971,15,Male,84.1,67.2,35.5,8,4,High School,Medium,Yes,4.6,1
3972,18,Male,77.8,66.2,44.1,2,1,Postgraduate,Low,Yes,0.7,1
3973,21,Male,59.8,66.7,92.3,7,5,High School,High,Yes,1.0,1
3974,20,Male,81.3,56.9,93.2,4,3,None,High,Yes,2.8,0
3975,15,Female,56.9,44.5,64.7,6,2,None,Medium,No,3.2,1
3976,20,Male,67.4,61.7,57.4,0,3,High School,Low,Yes,4.3,1
3977,20,Male,73.6,86.8,62.7,0,1,Postgraduate,Medium,Yes,2.6,0
3978,20,Female,72.8,55.9,70.1,3,2,High School,High,Yes,2.7,0
3979,19,Female,58.2,55.8,71.6,4,2,Graduate,Low,No,4.3,1
3980,18,Male,94.5,67.4,58.0,9,5,Graduate,High,Yes,1.7,0
3981,17,Male,97.8,47.3,30.1,2,3,High School,High,Yes,3.2,1
3982,17,Female,100.0,80.1,53.8,5,1,Graduate,Medium,Yes,3.9,0
3983,15,Female,91.8,48.8,36.6,2,2,Graduate,Medium,Yes,2.4,1
3984,20,Female,73.3,60.7,76.0,4,5,Postgraduate,Medium,Yes,4.3,0
3985,15,Male,73.0,100.0,69.3,0,2,High School,Medium,Yes,1.7,0
3986,19,Male,72.4,47.9,61.1,2,3,Graduate,Low,Yes,5.3,0
3987,19,Male,100.0,87.1,58.7,6,4,High School,Low,Yes,2.5,0
3988,16,Female,76.6,66.8,96.4,2,1,High School,Medium,Yes,2.3,0
3989,19,Female,93.2,68.9,82.5,4,4,Graduate,Low,Yes,0.8,1
3990,16,Female,92.3,52.9,66.5,6,3,Postgraduate,Medium,Yes,1.3,1
3991,18,Male,80.3,77.0,53.9,1,4,Postgraduate,High,No,1.8,0
3992,15,Female,60.6,59.5,84.9,2,3,None,Low,No,1.3,1
3993,21,Male,76.9,47.8,64.9,3,3,High School,Low,No,1.2,1
3994,18,Female,79.8,86.8,52.0,4,5,None,Medium,No,3.1,0
3995,19,Male,93.3,59.2,53.0,8,4,Postgraduate,Low,Yes,3.9,0
3996,18,Male,78.2,37.1,74.3,8,2,Graduate,High,No,3.4,0
3997,18,Female,63.5,61.0,79.2,3,3,Graduate,Low,Yes,0.0,1
3998,18,Male,89.9,77.1,73.8,8,4,Postgraduate,Medium,Yes,1.4,1
3999,19,Female,75.3,74.7,74.2,3,2,Postgraduate,Low,Yes,4.7,0
4000,21,Male,47.5,55.4,57.8,1,1,High School,Low,Yes,1.0,1
4001,20,Female,81.9,50.3,53.7,9,2,None,Low,No,2.8,1
4002,18,Female,84.0,44.5,65.5,0,4,None,Low,Yes,1.4,1
4003,16,Male,67.9,64.7,61.6,6,4,Postgraduate,Medium,No,5.0,1
4004,19,Female,75.7,67.3,46.0,3,2,High School,Medium,Yes,1.8,1
4005,18,Male,85.9,75.6,62.5,7,2,Graduate,Low,Yes,4.0,0
4006,21,Female,82.0,62.8,74.7,7,3,Postgraduate,Low,Yes,1.9,0
4007,20,Female,59.2,62.3,56.4,7,4,None,Medium,Yes,0.0,1
4008,19,Female,93.0,60.8,90.0,5,3,High School,Medium,No,3.7,0
4009,17,Female,98.5,67.3,41.7,8,3,High School,Medium,No,0.1,1
4010,20,Male,71.9,63.0,49.0,3,1,High School,Low,Yes,1.6,1
4011,16,Female,55.1,79.1,53.3,4,4,None,High,No,5.8,1
4012,18,Female,87.3,69.7,77.0,3,3,High School,High,Yes,7.7,0
4013,21,Male,69.9,66.6,66.6,4,1,Graduate,Low,Yes,3.0,1
4014,17,Male,84.4,64.4,47.9,1,3,None,Medium,Yes,1.7,1
4015,21,Male,100.0,50.9,31.2,4,3,Postgraduate,Medium,Yes,3.0,1
4016,17,Male,59.4,65.0,42.8,9,4,High School,High,Yes,1.0,1
4017,19,Male,68.4,55.3,33.2,7,2,None,Medium,Yes,2.4,1
4018,17,Male,75.7,70.2,77.8,8,2,Postgraduate,High,Yes,5.4,0
4019,16,Female,93.5,61.9,45.0,6,4,Postgraduate,Low,Yes,3.3,1
4020,16,Male,100.0,90.0,74.6,6,2,Graduate,Low,Yes,0.9,1
4021,15,Female,81.0,46.1,72.2,5,5,Postgraduate,Medium,Yes,3.6,0
4022,16,Male,58.4,30.0,83.3,1,2,Graduate,Medium,No,0.4,1
4023,20,Female,73.9,69.0,50.9,9,3,None,Medium,Yes,0.2,1
4024,17,Female,68.7,55.4,69.9,9,3,Graduate,High,Yes,4.1,1
4025,16,Female,86.7,67.4,65.1,8,1,None,Medium,No,1.9,0
4026,19,Male,82.5,46.5,65.1,4,4,None,Medium,Yes,5.4,0
4027,21,Male,65.5,93.6,62.7,5,1,High School,Medium,Yes,1.4,1
4028,21,Male,68.0,59.2,77.3,0,3,Graduate,Medium,Yes,4.8,1
4029,15,Male,73.7,54.4,75.5,4,3,None,Medium,Yes,5.5,0
